lat,lon,min_lat,min_lon,max_lat,max_lon,velocity
0.8589640544279581,0.5206774319582663,0.7702714168234919,0.4319847943538001,0.9476566920324243,0.6093700695627325,0.25
0.1260955120059325,0.7313961509481293,0.04019565977335911,0.6454962987155559,0.2119953642385059,0.8172960031807026,0.25
0.6883849897522099,0.7678631223753527,0.6023079536777107,0.6817860863008536,0.774462025826709,0.8539401584498518,0.25
0.5381092604536323,0.7528995708848593,0.44705851685379305,0.66184882728502,0.6291600040534715,0.8439503144846985,0.25
0.34766821484389715,0.6288466149718243,0.26439602241156224,0.5455744225394894,0.43094040727623206,0.7121188074041591,0.25
0.06925496646447593,0.21548522376965873,-0.017510812643470847,0.12871944466171195,0.1560207455724227,0.30225100287760553,0.25
0.7909599364401092,0.46492312744162734,0.7036396327612436,0.3776028237627618,0.8782802401189748,0.5522434311204929,0.25
0.6273882181222395,0.6873703705315863,0.5418272842409478,0.6018094366502946,0.7129491520035313,0.772931304412878,0.25
0.9993764342559078,0.7484341389759803,0.9073416582139755,0.6563993629340479,1.0914112102978402,0.8404689150179128,0.25
0.5361628009458859,0.7241652579311146,0.4467760046476734,0.6347784616329022,0.6255495972440983,0.8135520542293271,0.25
0.5614008657941679,0.77534772420941,0.4755802783132323,0.6895271367284743,0.6472214532751035,0.8611683116903457,0.25
0.8309826044665555,0.910624299091918,0.7447584356093478,0.8244001302347104,0.9172067733237631,0.9968484679491256,0.25
0.33824998387101646,0.7030671375216484,0.24973608819330728,0.6145532418439392,0.42676387954872563,0.7915810331993576,0.25
0.1897664523328294,0.8582627330333412,0.09764209401653769,0.7661383747170495,0.28189081064912114,0.950387091349633,0.25
0.4581797229622031,0.5325110371461502,0.37593017062175677,0.4502614848057039,0.5404292753026494,0.6147605894865966,0.25
0.899817336504415,0.8078348553982805,0.810731563543994,0.7187490824378595,0.988903109464836,0.8969206283587015,0.25
0.23577222791104302,0.9043180564713503,0.15181816404602538,0.8203639926063326,0.31972629177606066,0.988272120336368,0.25
0.7650119896240842,0.086895646659787,0.6803034805696728,0.002187137605375561,0.8497204986784956,0.17160415571419843,0.25
0.41792995814613637,0.4932652340506702,0.3298200307600337,0.4051553066645675,0.5060398855322391,0.5813751614367729,0.25
0.641476354092301,0.411840088517163,0.5521618970899029,0.32252563151476493,0.730790811094699,0.5011545455195612,0.25
0.5920580294396652,0.8488007972264855,0.5004701556080622,0.7572129233948824,0.6836459032712683,0.9403886710580885,0.25
0.7349016233383783,0.4626281047891202,0.6502809336334653,0.3780074150842072,0.8195223130432913,0.5472487944940332,0.25
0.707380329364183,0.08485213001301972,0.623256115578196,0.000727916227032735,0.79150454315017,0.16897634379900672,0.25
0.2427938984433491,0.6579751975422581,0.15329149600311046,0.5684727951020194,0.33229630088358775,0.7474775999824967,0.25
0.9623893031827316,0.7291092610193192,0.8753471683087882,0.6420671261453758,1.0494314380566752,0.8161513958932626,0.25
0.08135225881840047,0.5262462158631306,-0.01439756767288232,0.4304963893718478,0.17710208530968324,0.6219960423544134,0.25
