worker_size,task_size,r1,solved1,t1,r2,solved2,t2,r3,solved3,t3,r4,solved4,t4,r5,solved5,t5
50,10,1.6844693350541404,5.666666666666667,0.0,1.6844693350541406,6.0,0.0003333886464436849,2.807740219642344,5.666666666666667,0.26385752360026044,1.226296112051813,2.6666666666666665,0.20372724533081055,1.7927619784294375,4.0,0.2851044336954753
50,20,2.7197094731061138,12.333333333333334,0.0,2.830370077900062,12.666666666666666,0.0006669362386067709,4.89530527648453,11.0,0.49055759112040204,2.9403663928078756,6.666666666666667,0.3066226641337077,3.4914166925959007,8.333333333333334,0.4376826286315918
50,30,3.2998394818934984,19.0,0.0006666978200276693,3.410500086687446,19.666666666666668,0.0,7.094988571789288,15.333333333333334,0.5385809739430746,4.9803482602403815,10.666666666666666,0.33878501256306964,5.2878912745103985,12.0,0.5115571816762289
50,40,4.248311681422796,25.666666666666668,0.0009996891021728516,4.43853556086043,25.333333333333332,0.0,8.908646527082212,18.0,0.6644430160522461,5.657006530649408,12.0,0.4098230202992757,5.432639168639305,12.0,0.5220162868499756
50,50,4.526468982609964,33.333333333333336,0.0006663799285888672,4.958384314221609,33.0,0.00033283233642578125,9.512824584725546,20.0,0.8097096681594849,5.724780751972352,13.0,0.40372228622436523,6.310593216685129,15.0,0.6093300978342692
50,60,5.549301338400175,39.0,0.0009999275207519531,5.646566505519943,39.666666666666664,0.0006669362386067709,10.915670760714086,22.5,1.027877926826477,6.17748611314403,15.333333333333334,0.42782894770304364,7.744409719409366,18.333333333333332,0.7132471402486166
50,70,6.130376086286957,45.0,0.001000801722208659,6.469957106600165,45.666666666666664,0.0006666183471679688,12.00883032516505,25.0,1.0773961544036865,7.927639188161196,18.666666666666668,0.48334892590840656,9.94149415654303,22.666666666666668,0.7258082230885824
50,80,6.593711454341472,51.0,0.0010144710540771484,7.010651500979607,51.666666666666664,0.0006667772928873698,12.495489393998524,26.0,1.2098478476206462,8.785082385545273,20.333333333333332,0.49184489250183105,9.466783488928446,22.0,0.8378746509552002
50,90,6.556484166479838,58.0,0.0010003248850504558,7.135676493686307,58.0,0.0006666978200276693,13.011572847479057,25.666666666666668,1.3251463572184246,8.558445250938325,19.666666666666668,0.5124048391977946,10.516897794900736,23.0,1.0329288641611736
50,100,6.624161410552888,64.0,0.0006760756174723307,7.1402608632143245,64.0,0.0006663799285888672,13.95804529567058,26.666666666666668,1.4641358057657878,11.852854208481821,25.0,0.5310898621877035,13.191509615387174,28.333333333333332,0.9333062966664633
100,50,9.430883830446803,38.0,0.0009996096293131511,8.96681628474195,40.0,0.0010000864664713542,10.2382289767929,25.5,1.4702537059783936,8.557894734983009,22.333333333333332,0.6105751991271973,11.542715762825203,28.0,1.0700970490773518
