lat,lon,deadline,workload,expected_time,penalty_rate,reward
0.6965122809266264,0.8154105125278025,7.0,3.3923938090301853,3.0066109589757413,0.15433132194130209,0.7274600967992311
0.5762941386740017,0.3439903148759408,9.0,11.097246858787862,4.243958193183375,0.05524024562397205,0.3801109149543611
0.5880292912282084,0.1336744027575334,8.0,10.928371259081349,3.310302901626845,0.014387252344256637,0.13664306512701774
0.5957332789343524,0.5528563174724958,7.0,9.618974780864892,3.078590292679268,0.030594873047103406,0.32455410108418137
0.5160954708743233,0.2778246193213062,8.0,14.595350873649288,4.145871148356519,0.1521085557840107,0.8866378539906523
0.5466427061846068,0.4631854805444642,8.0,5.303038845190226,4.671112619951996,0.0014964083149023504,0.06342191385647389
0.5587361858276332,0.5746919851431939,7.0,8.538954992384994,3.0821658475986875,0.1363581703001808,0.9850948618651012
0.8444110715812979,0.8976122525668874,10.0,15.982672087440317,4.311440773648283,0.06321838890481249,0.5279507128553601
0.8536379345137652,0.434539438329682,9.0,11.618709405393654,3.878642697148349,0.0007043853018083427,0.012571308182003693
0.8653731019691331,0.22422352621127473,8.0,8.6776958984984,4.502279834845767,0.12286286973108351,0.6032949159188024
0.875943691484675,0.21798477466333332,8.0,8.816965080246018,3.3302849302602593,0.01304105395993246,0.08609092368211457
0.7298365362741029,0.7448950884076112,7.0,7.141778778379223,3.6261630932265283,0.18395839371406816,0.7353644450007369
0.7387050870189116,0.9599998723544301,7.0,8.08648707691975,3.5211187812941107,0.06500516928903054,0.5867775809580826
0.024738284960235002,0.6047425564952607,9.0,7.181402225102785,4.835228802239256,0.010754654969236388,0.29347276273676237
0.036473452415602736,0.3944266294756922,9.0,10.234033488625734,3.977378190013271,0.04296009341246377,0.7948287446633248
0.045700315348070064,0.931353830139648,7.0,11.316954184291816,2.8747669145816124,0.010689116950732578,0.048813211998301465
0.05618133799256819,0.0946594595112612,8.0,13.366496469053377,3.433620850599551,0.08940039289578558,0.6011129740930105
0.9765435299325391,0.8196277613600715,8.0,9.711696534134122,4.469077740675793,0.16776226769234553,0.7487539603487556
0.9854120806773478,0.03473251550456802,8.0,14.218302799066283,4.770726826963727,0.013349685673661515,0.6728083610527156
