lat,lon,min_lat,min_lon,max_lat,max_lon,velocity
0.797269694828166,0.620651480490114,0.7062689718963484,0.5296507575582964,0.8882704177599836,0.7116522034219316,0.25
0.9732597531123338,0.39726997395440516,0.8838443904659992,0.30785461130807057,1.0626751157586685,0.48668533660073976,0.25
0.8570133985959127,0.13947881916913274,0.7682289479178064,0.05069436849102635,0.9457978492740191,0.22826326984723913,0.25
0.9823945093042168,0.6048445171262763,0.8924543436093896,0.5149043514314491,1.072334674999044,0.6947846828211035,0.25
0.5482484424494625,0.8037470883488386,0.4593289861650268,0.7148276320644029,0.6371678987338981,0.8926665446332742,0.25
0.5927190925001011,0.6347828327497165,0.5033474950591196,0.5454112353087349,0.6820906899410827,0.724154430190698,0.25
0.8440128060599559,0.7601459128648045,0.7592357367319761,0.6753688435368247,0.9287898753879357,0.8449229821927843,0.25
0.09728364807392509,0.4107900064660104,0.008540961502837896,0.3220473198949232,0.18602633464501228,0.4995326930370976,0.25
0.9748924288112848,0.3347980454521705,0.8856603885083142,0.24556600514919993,1.0641244691142553,0.4240300857551411,0.25
0.7982417866719437,0.42369297592363325,0.7094795352454494,0.33493072449713895,0.887004038098438,0.5124552273501275,0.25
0.8241379342532065,0.1316019865173017,0.7332944175620194,0.04075846982611463,0.9149814509443935,0.22244550320848877,0.25
0.9632874833012451,0.6919990998951581,0.8786085885620373,0.6073202051559502,1.0479663780404531,0.7766779946343659,0.25
0.938011798786532,0.10445544005438614,0.8531474147745586,0.019591056042412763,1.0228761827985053,0.18931982406635953,0.25
0.7853110042599846,0.3494355985783746,0.6975105724564858,0.2616351667748758,0.8731114360634833,0.43723603038187336,0.25
0.6625053812805851,0.3018650598177876,0.5733274197356484,0.21268709827285087,0.7516833428255218,0.39104302136272434,0.25
0.987538340186565,0.769357605659993,0.9019553563090907,0.6837746217825189,1.0731213240640392,0.8549405895374671,0.25
0.32361607411616666,0.6283022182879962,0.23555432173584018,0.5402404659076697,0.41167782649649315,0.7163639706683226,0.25
0.9298177650315753,0.7078208507127721,0.842728392406663,0.6207314780878598,1.0169071376564875,0.7949102233376845,0.25
0.5911513280957491,0.14564133239879654,0.5045028123354596,0.05899281663850696,0.6777998438560386,0.2322898481590861,0.25
0.7610293278965147,0.30367662872633916,0.6718055751612857,0.21445287599111018,0.8502530806317437,0.39290038146156814,0.25
0.29149161385839617,0.5516231330432539,0.20422264167100534,0.4643541608558631,0.378760586045787,0.6388921052306448,0.25
0.6958363336011403,0.3418983875206354,0.609701475030186,0.25576352894968113,0.7819711921720945,0.42803324609158966,0.25
0.4712139290947832,0.4720748250480316,0.3838236811274737,0.3846845770807221,0.5586041770620926,0.5594650730153411,0.25
0.42471425591310497,0.3823844984970672,0.3365926546254784,0.29426289720944054,0.5128358572007315,0.4705060997846938,0.25
0.9940853960368967,0.3718555550321857,0.9026960167297455,0.2804661757250345,1.085474775344048,0.4632449343393369,0.25
0.8720375427912785,0.15965937336192393,0.785449689166818,0.07307151973746344,0.9586253964157391,0.2462472269863844,0.25
0.9522919772551268,0.7783984341022007,0.8647731319563365,0.6908795888034103,1.039810822553917,0.8659172794009911,0.25
0.47285459651744727,0.4965012706208104,0.38414224053445745,0.4077889146378206,0.5615669525004371,0.5852136266038002,0.25
0.8962092028561286,0.6236245908005986,0.808124792799363,0.535540180743833,0.9842936129128942,0.7117090008573642,0.25
0.9016646741800513,0.8976062891519083,0.8114202888085699,0.8073619037804269,0.9919090595515326,0.9878506745233897,0.25
0.6600937123944133,0.7282566298096311,0.5731020924964814,0.6412650099116992,0.7470853322923452,0.815248249707563,0.25
0.9917494797197023,0.08567030133135203,0.9024738128472464,-0.0036053655411038693,1.081025146592158,0.17494596820380792,0.25
0.6738610595715532,0.45528541131919176,0.5839046862823786,0.36532903803001715,0.7638174328607278,0.5452417846083664,0.25
0.5749747022584525,0.9820573019846935,0.4912747909559298,0.8983573906821709,0.6586746135609751,1.0657572132872162,0.25
0.6542564773988274,0.9365722793036296,0.5664736886087839,0.8487894905135861,0.742039266188871,1.0243550680936733,0.25
0.450678225669658,0.4297989237259544,0.36547441422108495,0.3445951122773814,0.535882037118231,0.5150027351745274,0.25
0.5150929451513913,0.2686170706449116,0.42817193502545775,0.18169606051897808,0.6020139552773248,0.3555380807708451,0.25
0.13284238869549114,0.2816610654084656,0.04542490230534102,0.19424357901831546,0.22025987508564127,0.3690785517986157,0.25
0.8591685906858806,0.26254712833267435,0.773677290657184,0.17705582830397779,0.9446598907145771,0.3480384283613709,0.25
0.4419449615873379,0.204196346813868,0.3556048536228777,0.11785623884940777,0.5282850695517982,0.29053645477832823,0.25
0.25230191380475864,0.5966216501708288,0.16595259111108318,0.5102723274771533,0.3386512364984341,0.6829709728645043,0.25
0.6967140908470671,0.11570551438465765,0.6094016076720913,0.028393031209681757,0.784026574022043,0.20301799755963354,0.25
0.610275164995958,0.12957120446350195,0.5219182038983967,0.04121424336594068,0.6986321260935193,0.21792816556106323,0.25
0.5423816781134787,0.6783204722074173,0.4539845849296326,0.5899233790235712,0.6307787712973248,0.7667175653912635,0.25
